Date_reported, Country_code, Country, WHO_region, New_cases, Cumulative_cases, New_deaths, Cumulative_deaths
2020-05-15,CN,China,WPRO,5,84469,0,4644
2020-05-16,CN,China,WPRO,9,84478,0,4644
2020-05-17,CN,China,WPRO,6,84484,1,4645
2020-05-18,CN,China,WPRO,10,84494,0,4645
2020-05-19,CN,China,WPRO,6,84500,0,4645
2020-05-20,CN,China,WPRO,5,84505,0,4645
2020-05-21,CN,China,WPRO,2,84507,0,4645
2020-05-22,CN,China,WPRO,13,84520,0,4645
2020-05-23,CN,China,WPRO,2,84522,0,4645
2020-05-24,CN,China,WPRO,3,84525,0,4645
2020-05-25,CN,China,WPRO,11,84536,0,4645
2020-05-26,CN,China,WPRO,7,84543,0,4645
2020-05-27,CN,China,WPRO,1,84544,0,4645
2020-05-28,CN,China,WPRO,3,84547,0,4645
2020-05-29,CN,China,WPRO,0,84547,0,4645
2020-05-30,CN,China,WPRO,18,84565,0,4645
2020-05-31,CN,China,WPRO,5,84570,0,4645
2020-06-01,CN,China,WPRO,18,84588,0,4645
2020-06-02,CN,China,WPRO,9,84597,0,4645
2020-06-03,CN,China,WPRO,5,84602,0,4645
2020-06-04,CN,China,WPRO,1,84603,0,4645
2020-06-05,CN,China,WPRO,11,84614,0,4645
2020-06-06,CN,China,WPRO,6,84620,0,4645
2020-06-07,CN,China,WPRO,9,84629,0,4645
2020-06-08,CN,China,WPRO,5,84634,0,4645
2020-06-09,CN,China,WPRO,4,84638,0,4645
2020-06-10,CN,China,WPRO,3,84641,0,4645
2020-06-11,CN,China,WPRO,11,84652,0,4645
2020-06-12,CN,China,WPRO,7,84659,0,4645
2020-06-13,CN,China,WPRO,12,84671,0,4645
2020-06-14,CN,China,WPRO,58,84729,0,4645
2020-06-15,CN,China,WPRO,49,84778,0,4645
2020-06-16,CN,China,WPRO,45,84823,0,4645
2020-06-17,CN,China,WPRO,44,84867,0,4645
2020-06-18,CN,China,WPRO,36,84903,0,4645
2020-06-19,CN,China,WPRO,37,84940,0,4645
2020-06-20,CN,China,WPRO,30,84970,0,4645
2020-06-21,CN,China,WPRO,27,84997,1,4646
2020-06-22,CN,China,WPRO,21,85018,0,4646
2020-06-23,CN,China,WPRO,52,85070,0,4646
2020-06-24,CN,China,WPRO,28,85098,1,4647
2020-06-25,CN,China,WPRO,21,85119,0,4647
2020-06-26,CN,China,WPRO,29,85148,1,4648
2020-06-27,CN,China,WPRO,24,85172,0,4648
2020-06-28,CN,China,WPRO,18,85190,0,4648
2020-06-29,CN,China,WPRO,14,85204,0,4648
2020-06-30,CN,China,WPRO,23,85227,0,4648
2020-07-01,CN,China,WPRO,5,85232,0,4648
2020-07-02,CN,China,WPRO,31,85263,0,4648
2020-07-03,CN,China,WPRO,15,85278,0,4648
2020-07-04,CN,China,WPRO,9,85287,0,4648
2020-07-05,CN,China,WPRO,19,85306,0,4648
2020-07-06,CN,China,WPRO,14,85320,0,4648
2020-07-07,CN,China,WPRO,25,85345,0,4648
2020-07-08,CN,China,WPRO,21,85366,0,4648
2020-07-09,CN,China,WPRO,33,85399,0,4648
2020-07-10,CN,China,WPRO,46,85445,0,4648
2020-07-11,CN,China,WPRO,42,85487,0,4648
2020-07-12,CN,China,WPRO,35,85522,0,4648
2020-07-13,CN,China,WPRO,46,85568,0,4648
2020-07-14,CN,China,WPRO,55,85623,1,4649
2020-07-15,CN,China,WPRO,54,85677,0,4649
2020-07-16,CN,China,WPRO,20,85697,2,4651
2020-07-17,CN,China,WPRO,78,85775,0,4651
2020-07-18,CN,China,WPRO,82,85857,1,4652
2020-07-19,CN,China,WPRO,80,85937,1,4653
2020-07-20,CN,China,WPRO,131,86068,0,4653
2020-07-21,CN,China,WPRO,84,86152,0,4653
2020-07-22,CN,China,WPRO,74,86226,2,4655
2020-07-23,CN,China,WPRO,135,86361,0,4655
2020-07-24,CN,China,WPRO,139,86500,1,4656
2020-07-25,CN,China,WPRO,160,86660,1,4657
2020-07-26,CN,China,WPRO,179,86839,2,4659
